LAT_LON,ZIP_CODE_IMPUTED
"40.68372, -73.78468",11434
"40.83927, -73.92257",10452
"40.880527, -73.901794",10463
"40.613895, -73.99219",11204
"40.747204, -73.99711",10001
"40.617924, -74.155785",10314
"40.73261, -73.8686",11373
"40.65945, -73.89847",11207
"40.628117, -73.956856",11230
"40.70566, -73.81847",11415
"40.692482, -73.9203",11221
"40.831566, -73.942986",10032
"40.81133, -73.96403",10115
"40.69169, -73.90585",11207
"40.817844, -73.94185",10030
"40.841877, -73.91796",10452
"40.71523, -74.01334",10282
"40.737865, -73.90441",11377
"40.657253, -74.00477",11209
"40.738266, -73.79706",11365
"40.695995, -73.96742",11205
"40.850456, -73.899315",10457
"40.738796, -73.80846",11365
"40.70981, -73.99178",10038
"40.605568, -74.00443",11214
"40.67342, -73.95017",11233
"40.74091, -73.83727",11367
"40.625786, -73.89309",11236
"40.68796, -73.94194",11221
"40.72202, -73.98345",10009
"40.8451, -73.91878",10452
"40.846527, -73.87146",10460
"40.855545, -73.90914",10453
"40.827557, -73.914764",10456
"40.587566, -73.811264",11693
"40.73399, -73.78041",11365
"40.59755, -74.14077",10314
"40.785973, -73.96886",10024
"40.622356, -74.16798",10303
"40.701134, -73.99306",11201
"40.63237, -73.88319",11239
"40.58588, -73.912704",11697
"40.846878, -73.920616",10453
"40.74045, -73.844376",11368
"40.694305, -73.91852",11221
"40.82538, -73.94006",10039
"40.712116, -73.73118",11429
"40.735867, -73.9552",11222
"40.809643, -73.91037",10455
"40.701332, -73.92684",11221
"40.708305, -73.948425",11206
"40.666157, -73.79904",11436
"40.874638, -73.909744",10463
"40.766815, -73.83038",11354
"40.673965, -73.99998",11231
"40.833065, -73.85974",10472
"40.825905, -73.94712",10031
"40.828278, -73.907036",10456
"40.83283, -73.91129",10456
"40.7024, -73.9605",11205
"40.553314, -74.1634",10308
"40.682186, -73.86982",11208
"40.76294, -73.86067",11369
"40.765823, -73.82373",11354
"40.58205, -74.1578",10314
"40.70091, -73.926094",11221
"40.625103, -74.14877",10314
"40.674145, -73.93062",11213
"40.750305, -74.00837",10199
"40.66634, -73.80081",11436
"40.576042, -73.99008",11224
"40.756104, -73.800804",11358
"40.76038, -73.75801",11364
"40.604206, -73.99146",11214
"40.63698, -73.936554",11203
"40.719833, -73.82624",11367
"40.76118, -73.95791",10065
"40.63667, -74.02567",11220
"40.769604, -73.91139",11105
"40.58864, -73.90874",11697
"40.83489, -73.8663",10472
"40.695354, -73.93237",11221
"40.78994, -73.98036",10024
"40.7963, -73.93829",10029
"40.858376, -73.89637",10458
"40.616035, -74.073944",10305
"40.63759, -73.927864",11203
"40.82942, -73.91226",10456
"40.71123, -73.85575",11375
"40.54161, -74.154526",10308
"40.771305, -73.87664",11371
"40.681473, -73.72776",11411
"40.68963, -73.92741",11221
"40.81666, -73.938995",10030
"40.595318, -74.16151",10314
"40.831184, -73.913284",10456
"40.88661, -73.90704",10463
"40.718224, -73.79504",11432
"40.680923, -73.75065",11413
"40.6771, -73.92479",11233
"40.699177, -73.9605",11249
"40.691265, -73.9051",11237
"40.60307, -74.01667",11252
"40.619507, -74.15036",10303
"40.563145, -74.10787",10306
"40.774612, -73.92399",11106
"40.696556, -73.98091",11251
"40.652267, -73.92075",11203
"40.682537, -73.95002",11216
"40.771088, -73.98343",10023
"40.682446, -73.911674",11233
"40.69098, -73.74878",11412
"40.745876, -73.77225",11364
"40.746788, -73.827156",11355
"40.631157, -74.14692",10303
"40.615772, -73.98308",11204
"40.812073, -73.93604",10030
"40.75355, -73.98505",10018
"40.875492, -73.86052",10467
"40.82821, -73.83556",10465
"40.69603, -73.943535",11206
"40.67765, -73.949776",11216
"40.641212, -73.96444",11226
"40.591927, -74.13646",10309
"40.67357, -73.95294",11216
"40.7242, -73.93765",11222
"40.73374, -74.0063",10014
"40.77656, -73.95271",10035
"40.67484, -73.82344",11420
"40.710976, -73.97962",11251
"40.703075, -73.79064",11433
"40.738586, -73.80839",11367
"40.79793, -73.934",10035
"40.75719, -73.89041",11369
"40.8122, -73.94226",10027
"40.64472, -73.94121",11203
"40.687782, -73.91907",11207
"40.729446, -74.00518",10014
"40.6709, -73.95319",11216
"40.673027, -73.90576",11212
"40.747334, -73.73681",11362
"40.668682, -73.75973",11413
"40.6686, -73.73676",11422
"40.681118, -73.96443",11238
"40.824417, -73.87357",10472
"40.764435, -73.72269",11020
"40.86315, -73.90907",10468
"40.613052, -73.94913",11235
"40.78202, -73.97173",10024
"40.76213, -73.7295",11362
"40.826622, -73.930984",10451
"40.58313, -73.9654",11235
"40.69985, -73.991035",11201
"40.790554, -73.82255",11357
"40.691048, -73.986336",11201
"40.588966, -73.81145",11693
"40.765087, -73.83704",11354
"40.830845, -73.947235",10031
"40.828297, -73.95087",10031
"40.702713, -73.937325",11206
"40.670116, -73.92248",11233
"40.81339, -73.95627",10027
"40.851765, -73.94191",10033
"40.609642, -73.89738",11234
"40.670006, -73.95328",11216
"40.832897, -73.862274",10472
"40.795456, -73.96564",10025
"40.833767, -73.87738",10472
"40.605568, -74.03118",11252
"40.756096, -73.74655",11363
"40.57278, -74.138145",10306
"40.678303, -73.87289",11208
"40.683132, -73.88259",11208
"40.780857, -73.960915",10028
"40.660442, -73.95688",11225
"40.68085, -73.79907",11436
"40.785786, -73.978546",10024
"40.79599, -73.96896",10025
"40.73677, -73.80475",11365
"40.661835, -73.893105",11207
"40.73635, -73.97502",10010
"40.70064, -73.93647",11206
"40.721375, -73.7903",11432
"40.607002, -73.988556",11214
"40.658253, -73.98465",11215
"40.62715, -74.16544",10303
"40.64934, -73.94264",11203
"40.735313, -73.994125",10011
"40.72522, -73.894745",11379
"40.706142, -74.00603",10005
"40.631542, -74.14891",10303
"40.65319, -73.96622",11226
"40.655754, -73.92403",11203
"40.588955, -74.167595",10314
"40.71843, -74.000534",10013
"40.5873, -74.09369",10305
"40.865383, -73.89348",10458
"40.591988, -73.97665",11223
"40.670624, -73.895546",11207
"40.607582, -74.14083",10314
"40.615364, -73.94575",11234
"40.76635, -73.95103",10162
"40.669243, -73.80129",11436
"40.636387, -73.94611",11210
"40.671642, -73.96258",11238
"40.850475, -73.915436",10453
"40.69596, -73.964096",11205
"40.652946, -74.002174",11232
"40.69782, -73.927826",11221
"40.693203, -73.953995",11205
"40.78318, -73.94362",10129
"40.680664, -73.902626",11207
"40.80297, -73.96387",10025
"40.698143, -73.98555",11242
"40.74886, -73.93755",11101
"40.688786, -73.98358",11201
"40.82371, -73.879",10472
"40.66615, -73.80575",11422
"40.671085, -73.736275",11422
"40.84062, -73.85409",10462
"40.694107, -73.89737",11385
"40.56015, -74.19968",10312
"40.876976, -73.88966",10468
"40.662178, -73.85025",11414
"40.691895, -73.93384",11221
"40.756474, -73.94727",11101
"40.600895, -74.176735",10314
"40.848118, -73.93089",10040
"40.83511, -73.91945",10456
"40.596672, -73.989716",11214
"40.685276, -73.77241",11434
"40.696087, -73.97533",11251
"40.74468, -73.987305",10001
"40.708763, -73.998116",10038
"40.760536, -73.95836",10065
"40.821415, -73.88933",10459
"40.66305, -73.848564",11414
"40.69695, -73.962776",11205
"40.575085, -74.10512",10306
"40.86769, -73.92122",10034
"40.85394, -73.91468",10453
"40.688995, -73.78581",11433
"40.824432, -73.873604",10472
"40.830257, -73.914856",10456
"40.60073, -73.90163",11234
"40.739902, -73.791275",11365
"40.755802, -73.986404",10036
"40.903057, -73.91017",10471
"40.69911, -73.93402",11206
"40.670887, -73.93649",11213
"40.628647, -73.95207",11210
"40.736572, -73.907715",11377
"40.712914, -73.734436",11429
"40.800552, -73.958206",10026
"40.61883, -74.164345",10314
"40.69759, -73.90194",11385
"40.764915, -73.95517",10021
"40.657555, -73.894196",11207
"40.769737, -73.91244",11103
"40.575375, -74.18999",10312
"40.825096, -73.87263",10472
"40.685585, -73.78584",11434
"40.610214, -74.1202",10310
"40.759727, -73.99169",10036
"40.761272, -73.95571",10044
"40.65505, -73.95631",11226
"40.68843, -73.89132",11385
"40.813374, -73.956276",10027
"40.640583, -73.95573",11226
"40.740017, -73.84565",11368
"40.69529, -73.94339",11206
"40.646515, -73.974655",11218
"40.843254, -73.892136",10457
"40.81653, -73.93488",10037
"40.552296, -74.159996",10308
"40.66605, -73.81525",11420
"40.895195, -73.88012",10466
"40.820435, -73.93624",10037
"40.77039, -73.91771",11101
"40.670277, -73.92542",11213
"40.69832, -73.962265",11205
"40.766155, -73.89226",11370
"40.755978, -73.939095",11101
"40.737553, -73.85089",11368
"40.66895, -73.9339",11213
"40.837894, -73.88138",10460
"40.6862, -73.950745",11216
"40.85798, -73.93091",10040
"40.665916, -73.81528",11420
"40.72539, -73.896614",11378
"40.83761, -73.88106",10460
"40.83245, -73.93176",10032
"40.728775, -73.723785",11426
"40.67608, -73.906136",11207
"40.57916, -73.98309",11224
"40.773335, -73.94421",10162
"40.795322, -73.929825",10035
"40.609653, -73.91145",11234
"40.67578, -74.0014",11231
"40.69133, -73.95177",11221
"40.762825, -73.93398",11106
"40.786495, -73.94839",10035
"40.645256, -73.874954",11239
"40.86287, -73.934784",10040
"40.662395, -73.93735",11203
"40.66632, -73.83481",11414
"40.787685, -73.97502",10024
"40.819717, -73.94048",10030
"40.83335, -73.93524",10035
"40.8451, -73.90931",10453
"40.594955, -73.78627",11692
"40.691074, -73.908806",11207
"40.773037, -73.79566",11360
"40.691227, -73.98214",11227
"40.699654, -73.74227",11411
"40.7266, -73.93066",11211
"40.690865, -73.80253",11435
"40.629807, -74.14096",10302
"40.77741, -73.978806",10025
"40.582287, -74.16907",10312
"40.83968, -73.929276",10040
"40.66493, -73.9144",11212
"40.841988, -73.84392",10461
"40.794353, -73.97836",10024
"40.81632, -73.95783",10027
"40.671535, -73.957664",11225
"40.61821, -73.89728",11236
"40.652916, -73.94498",11203
"40.869076, -73.93062",10034
"40.826397, -73.92116",10451
"40.68286, -73.97278",11217
"40.60058, -73.99161",11214
"40.759514, -73.99926",10018
"40.760494, -73.8614",11368
"40.696686, -73.9378",11206
"40.7025, -73.814964",11435
"40.66684, -73.78941",11436
"40.70022, -73.96219",11205
"40.70921, -73.87017",11385
"40.829647, -73.94439",10031
"40.743137, -73.82973",11364
"40.875122, -73.905174",10463
"40.842422, -73.928185",10452
"40.799957, -73.96053",10025
"40.652462, -73.92285",11203
"40.801125, -73.92988",10035
"40.7847, -73.843056",11356
"40.67948, -73.93291",11213
"40.734737, -73.87227",11373
"40.666946, -73.79712",11434
"40.678238, -73.94415",11216
"40.822834, -73.941925",10039
"40.669098, -73.93666",11213
"40.85406, -73.91936",10453
"40.75361, -73.90393",11377
"40.7418, -73.72815",11426
"40.71153, -73.95504",11249
"40.71827, -73.99072",10002
"40.714073, -73.95534",11211
"40.883476, -73.868256",10470
"40.630333, -74.0405",11209
"40.820255, -73.94562",10030
"40.765137, -73.81944",11354
"40.767803, -73.95601",10021
"40.588562, -74.14584",10314
"40.848114, -73.901474",10457
"40.669434, -73.9255",11213
"40.55247, -74.21878",10309
"40.677017, -73.92182",11233
"40.85432, -73.92826",10040
"40.840927, -73.912704",10452
"40.70324, -73.92615",11237
"40.593327, -73.964645",11229
"40.576393, -73.9869",11224
"40.609627, -74.14955",10314
"40.754745, -73.9879",10019
"40.698418, -73.80106",11435
"40.71865, -73.83771",11375
"40.61859, -73.94242",11234
"40.853813, -73.90734",10457
"40.59565, -73.908165",11234
"40.678165, -73.746506",11413
"40.57257, -74.169876",10314
"40.678394, -73.94692",11210
"40.739902, -73.972855",10010
"40.65108, -73.97163",11218
"40.688904, -73.754456",11412
"40.697735, -73.96093",11205
"40.868496, -73.92173",10034
"40.665947, -73.8735",11208
"40.710472, -73.960945",11249
"40.74198, -73.82475",11355
"40.75727, -73.74765",11363
"40.84649, -73.932205",10033
"40.85535, -73.91836",10453
"40.71521, -73.98427",10002
"40.700478, -73.92534",11221
"40.739143, -73.90109",11377
"40.692463, -73.81082",11435
"40.732925, -74.00007",10011
"40.699627, -73.923836",11237
"40.705658, -73.93171",11206
"40.66003, -73.92179",11212
"40.66807, -73.950676",11225
"40.79072, -73.81009",11357
"40.787025, -73.793",11360
"40.752724, -73.996796",10001
"40.66157, -73.91548",11212
"40.620235, -74.16535",10303
"40.624958, -74.145775",10302
"40.65452, -73.882225",11239
"40.632164, -74.166336",10303
"40.748325, -73.79231",11365
"40.676693, -73.99683",11231
"40.698414, -73.9338",11206
"40.737167, -74.001465",10014
"40.848625, -73.93425",10033
"40.70001, -73.830894",11418
"40.850822, -73.90147",10457
"40.62392, -73.996506",11219
"40.828835, -73.82162",10465
"40.687023, -73.97621",11217
"40.707264, -73.773476",11423
"40.85937, -73.9068",10453
"40.75076, -73.757835",11364
"40.76943, -73.91025",11105
"40.680573, -74.00644",11231
"40.619553, -74.13158",10314
"40.78583, -73.79839",11357
"40.618973, -74.00523",11228
"40.65642, -73.933815",11203
"40.708363, -73.99886",10038
"40.836937, -73.927124",10452
"40.7712, -73.83345",11354
"40.575787, -73.97079",11224
"40.675186, -73.933304",11213
"40.86247, -73.90029",10468
"40.894978, -73.846375",10466
"40.66235, -73.95082",11225
"40.89505, -73.88489",10471
"40.613995, -73.99538",11204
"40.62427, -73.99255",11219
"40.531918, -74.19175",10312
"40.629707, -73.90486",11236
"40.88742, -73.89449",10463
"40.71181, -73.78785",11432
"40.628185, -74.14792",10303
"40.595707, -73.965065",11224
"40.636784, -74.018974",11209
"40.83687, -73.94895",10032
"40.795956, -73.97083",10025
"40.787792, -73.97123",10024
"40.78029, -73.94386",10128
"40.817226, -73.94231",10030
"40.72634, -73.76508",11423
"40.72165, -73.94196",11222
"40.785732, -73.97645",10024
"40.670124, -73.95528",11226
"40.601948, -73.99382",11214
"40.69728, -73.84733",11418
"40.748158, -73.97033",10158
"40.82814, -73.8953",10459
"40.575974, -74.12564",10306
"40.808292, -73.94883",10027
"40.747765, -73.98296",10016
"40.84525, -73.91499",10453
"40.688004, -73.7569",11412
"40.847427, -73.931404",10033
"40.672848, -73.9675",11238
"40.72225, -74.00592",10005
"40.683228, -73.907135",11207
"40.85162, -73.82653",10461
"40.5751, -73.998566",11224
"40.86241, -73.9225",10034
"40.67846, -73.782455",11434
"40.76417, -73.83967",11354
"40.862682, -73.83895",10469
"40.71702, -73.830505",11415
"40.810173, -73.937416",10037
"40.67871, -73.86701",11208
"40.56025, -74.16974",10312
"40.722095, -73.77772",11423
"40.59359, -73.99613",11214
"40.699436, -73.91229",11237
"40.74906, -73.89083",11372
"40.607765, -74.13169",10314
"40.689583, -73.972145",11205
"40.748466, -73.99247",10001
"40.757355, -73.73887",11362
"40.601654, -74.01087",11252
"40.700546, -73.917076",11237
"40.71572, -73.825745",11415
"40.75548, -73.74173",11362
"40.659496, -73.96057",11225
"40.77887, -73.943245",10128
"40.78717, -73.94999",10029
"40.820972, -73.88896",10474
"40.761143, -73.838905",11354
"40.610508, -74.09576",10304
"40.729736, -73.833725",11367
"40.54315, -74.17378",10312
"40.644142, -73.957924",11226
"40.65626, -73.950165",11226
"40.86258, -73.925385",10040
"40.84528, -73.9265",10040
"40.67553, -73.96319",11233
"40.661167, -73.87969",11207
"40.81977, -73.93673",10030
"40.666477, -73.808136",11420
"40.636917, -74.152115",10303
"40.74111, -73.89842",11377
"40.86507, -73.87185",10467
"40.75383, -73.81841",11355
"40.796215, -73.822975",11357
"40.87028, -73.878395",10467
"40.648464, -74.00683",11220
"40.780136, -73.988266",10069
"40.88671, -73.81529",10475
"40.822163, -73.94242",10030
"40.756424, -73.7403",11362
"40.74703, -73.89536",11377
"40.69366, -73.85217",11208
"40.70215, -73.82033",11418
"40.85668, -73.90811",10453
"40.67164, -73.95034",11216
"40.709404, -74.01483",10006
"40.693573, -73.92275",11221
"40.586124, -73.990715",11224
"40.826057, -73.89722",10459
"40.7352, -73.9858",10003
"40.85947, -73.915726",10453
"40.582638, -73.978676",12235
"40.90034, -73.90591",10471
"40.68405, -73.98157",11217
"40.771076, -73.94676",10162
"40.798306, -73.93683",10035
"40.67973, -73.76162",11434
"40.6664, -73.74011",11422
"40.832695, -73.94972",10031
"40.681805, -73.94987",11216
"40.72545, -73.892654",11378
"40.63851, -74.021225",11220
"40.877167, -73.83755",10469
"40.895447, -73.88002",10470
"40.82304, -73.88193",10474
"40.578938, -73.98522",11224
"40.844975, -73.91877",10452
"40.691208, -73.813545",11419
"40.76464, -73.916595",11103
"40.7699, -73.91608",11103
"40.675537, -73.871",11208
"40.679375, -73.96408",11238
"40.8882, -73.90761",10463
"40.69439, -73.86174",11421
"40.702614, -73.96058",11249
"40.73771, -73.974266",10010
"40.678154, -73.94416",11203
"40.85223, -73.87141",10460
"40.698154, -73.86969",11421
"40.82201, -73.85827",10470
"40.87544, -73.836685",10469
"40.65605, -73.92361",11203
"40.716652, -73.8259",11415
"40.715443, -73.95185",11249
"40.786358, -73.794685",11360
"40.71399, -74.00441",10007
"40.71886, -73.97492",10009
"40.589066, -74.138626",10314
"40.820255, -73.95949",10027
"40.676872, -73.94985",11216
"40.834423, -73.879265",10472
"40.636024, -73.89506",11236
"40.80543, -73.92087",10454
"40.85206, -73.934784",10033
"40.720673, -73.97824",10009
"40.661003, -73.94776",11225
"40.66764, -73.80331",11420
"40.838947, -73.916435",10452
"40.727566, -73.929276",11211
"40.66397, -73.99777",11232
"40.654316, -73.922165",11212
"40.60981, -73.92251",11234
"40.63885, -73.99695",11219
"40.75219, -73.99347",10119
"40.689075, -73.774536",11434
"40.713085, -73.94415",11211
"40.834114, -73.86327",10472
"40.862442, -73.89715",10468
"40.68553, -73.95656",11238
"40.603874, -73.99544",11214
"40.68888, -73.960014",11238
"40.68936, -73.7848",11433
"40.70807, -73.94333",11206
"40.637135, -74.11636",10310
"40.687748, -73.96979",11238
"40.683502, -73.91152",11207
"40.6678, -73.801414",11436
"40.59502, -73.76852",11691
"40.84519, -73.91339",10468
"40.696342, -73.97644",11205
"40.759903, -73.76033",11364
"40.805637, -73.9344",10037
"40.74901, -73.83465",11355
"40.85482, -73.9112",10453
"40.633152, -74.01639",11220
"40.60115, -73.97839",11223
"40.716114, -73.824905",11415
"40.712692, -73.925735",11237
"40.826427, -73.950455",10031
"40.888596, -73.89068",10463
"40.76229, -73.986115",10019
"40.576275, -73.98796",11224
"40.69773, -73.81409",11435
"40.665794, -73.7464",11413
"40.677746, -73.73096",11411
"40.71699, -73.82402",11415
"40.649635, -73.9379",11203
"40.86159, -73.91295",10453
"40.662674, -73.94562",11225
"40.750294, -73.99485",10001
"40.602684, -73.94232",11229
"40.728516, -73.88428",11379
"40.68029, -73.80807",11420
"40.61312, -73.9894",11204
"40.82472, -73.87147",10472
"40.651325, -73.93906",11203
"40.83472, -73.91121",10456
"40.83772, -73.92763",10452
"40.79147, -73.97411",10024
"40.737865, -74.00019",10011
"40.826466, -73.83013",10465
"40.675236, -73.97106",11233
"40.71718, -73.98311",10002
"40.713497, -73.75714",11423
"40.696033, -73.98453",11242
"40.688652, -73.84709",11416
"40.68218, -73.94659",11216
"40.679996, -73.787445",11434
"40.66996, -73.90889",11212
"40.83829, -73.930016",10452
"40.684, -73.95031",11216
